gene_hgnc_symbol	chromosome_name	start_position	end_position
TRPM2	21	45770046	45862964
TRPM4	19	49660998	49715093
TRPM7	15	50844670	50979012
TRPS1	8	116420724	116821899
TRPT1	11	63991271	63993726
TRPV1	17	3468738	3500392
TRPV2	17	16318856	16340317
TRPV3	17	3413796	3461289
TRPV4	12	110220890	110271212
TRPV6	7	142568956	142583507
TRRAP	7	98475556	98610866
TRUB1	10	116697952	116737430
TRUB2	9	131071382	131085021
TSC1	9	135766735	135820020
TSC2	16	2097466	2138716
TSC22D1	13	45007655	45151283
TSC22D2	3	150126122	150184218
TSC22D4	7	100060982	100076902
TSEN15	1	184020811	184043346
TSEN2	3	12525931	12581122
TSEN34	19	54693789	54697585
TSEN54	17	73512141	73520820
TSFM	12	58176372	58201854
TSG101	11	18489883	18548779
TSGA10	2	99613724	99771427
TSGA10IP	11	65712916	65727434
TSHR	14	81421333	81612646
TSHZ1	18	72922710	73001905
TSHZ2	20	51588946	52111869
TSHZ3	19	31765851	31840453
TSKS	19	50243010	50266587
TSKU	11	76493295	76509198
TSN	2	122494679	122525429
TSNARE1	8	143293441	143484601
TSNAX	1	231664399	231702270
TSNAXIP1	16	67840668	67866051
TSPAN10	17	79604197	79615779
TSPAN11	12	31079362	31149534
TSPAN13	7	16793160	16824161
TSPAN14	10	82213922	82292879
TSPAN15	10	71211229	71267425
TSPAN17	5	176074388	176086058
TSPAN18	11	44748015	44953972
TSPAN2	1	115590632	115632121
TSPAN3	15	77336359	77376326
TSPAN31	12	58131796	58143994
TSPAN32	11	2323227	2339430
TSPAN33	7	128784712	128808671
TSPAN4	11	842808	867116
TSPAN5	4	99391518	99579780
TSPAN9	12	3186521	3395730
TSPO	22	43547520	43559248
TSPYL1	6	116597741	116601066
TSPYL4	6	116571151	116575261
TSPYL5	8	98285717	98290176
TSPYL6	2	54480315	54483409
TSR1	17	2225797	2240801
TSR3	16	1399241	1401912
TSSC1	2	3192696	3381653
TSSC4	11	2421718	2425106
TSSK2	22	19118321	19120134
TSSK3	1	32817122	32829913
TSSK4	14	24674903	24677568
TSSK6	19	19623227	19626838
TST	22	37406900	37415681
TSTA3	8	144694788	144700218
TSTD1	1	161007421	161008780
TSTD2	9	100362362	100395962
TTBK2	15	43030932	43213007
TTC1	5	159436120	159492550
TTC12	11	113185251	113254266
TTC13	1	231041989	231114621
TTC14	3	180319918	180335616
TTC16	9	130478345	130493879
TTC17	11	43380482	43516483
TTC19	17	15902694	15948329
TTC21A	3	39149152	39180394
TTC21B	2	166713985	166810353
TTC22	1	55245385	55266940
TTC23	15	99676528	99791428
TTC24	1	156549519	156556562
TTC25	17	40086888	40117648
TTC26	7	138818490	138876732
TTC27	2	32853099	33046118
TTC28	22	28374004	29075853
TTC3	21	38445526	38575413
TTC30A	2	178477720	178483694
TTC30B	2	178413726	178417742
TTC31	2	74710200	74722013
TTC32	2	20096404	20101747
TTC33	5	40714577	40756077
TTC34	1	2567415	2718286
TTC37	5	94799599	94890711
TTC38	22	46663858	46689905
TTC39A	1	51752930	51810788
TTC39B	9	15163620	15307358
TTC39C	18	21572737	21715574
TTC4	1	55181495	55208330
TTC5	14	20724717	20774153
TTC7A	2	47143296	47303276
TTC7B	14	91006932	91282823
TTC8	14	89290497	89344335
TTC9	14	71108504	71142077
TTC9C	11	62495541	62507765
TTF1	9	135251008	135282209
TTF2	1	117602925	117650075
TTI1	20	36611409	36661870
TTI2	8	33330904	33371119
TTK	6	80713604	80752244
TTL	2	113239731	113299316
TTLL1	22	43435522	43485434
TTLL11	9	124584207	124855885
TTLL12	22	43562628	43583139
TTLL3	3	9849770	9896822
TTLL4	2	219575568	219620139
TTLL5	14	76099968	76421421
TTLL7	1	84330711	84464833
TTLL9	20	30458505	30532764
TTN	2	179390716	179695529
TTPAL	20	43104526	43123244
TTYH1	19	54926393	54948080
TTYH2	17	72209653	72258155
TTYH3	7	2671585	2704436
TUB	11	8040791	8127659
TUBA1A	12	49578579	49583107
TUBA1B	12	49521565	49525180
TUBA1C	12	49582519	49667114
TUBA3D	2	132233666	132240507
TUBA4A	2	220114433	220142892
TUBA8	22	18593097	18629321
TUBB	6	30687978	30693203
TUBB1	20	57594309	57601709
TUBB2A	6	3153903	3157760
TUBB2B	6	3224495	3231964
TUBB3	16	89987800	90005169
TUBB4A	19	6494330	6502859
TUBB4B	9	140135665	140138159
TUBB6	18	12307668	12344319
TUBD1	17	57936851	57970304
TUBE1	6	112391980	112408732
TUBG1	17	40761694	40767252
TUBG2	17	40811323	40819024
TUBGCP2	10	135093135	135125841
TUBGCP3	13	113139325	113242481
TUBGCP4	15	43661419	43699293
TUBGCP6	22	50656118	50683421
TUFM	16	28853732	28857729
TUFT1	1	151512781	151556059
TULP3	12	2986389	3050306
TULP4	6	158733692	158932860
TUSC1	9	25676396	25678856
TUSC2	3	50357458	50365682
TUT1	11	62342517	62359649
TVP23A	16	10854776	10912651
TVP23B	17	18684308	18710027
TVP23C	17	15341205	15466909
TWF1	12	44187526	44200178
TWF2	3	52262626	52273276
TWISTNB	7	19735085	19748710
TWSG1	18	9334765	9402418
TXK	4	48068410	48136273
TXLNA	1	32645287	32663886
TXLNB	6	139561198	139613276
TXN	9	113006091	113018920
TXN2	22	36863083	36878077
TXNDC11	16	11772936	11836734
TXNDC12	1	52485803	52521843
TXNDC15	5	134209493	134237215
TXNDC16	14	52897308	53019240
TXNDC17	17	6544078	6547861
TXNDC2	18	9885763	9889272
TXNDC5	6	7881483	8026646
TXNDC9	2	99935445	99957165
TXNIP	HG1287_PATCH	146678960	146682902
TXNL1	18	54264439	54318831
TXNL4A	18	77732867	77793949
TXNL4B	16	72078188	72128330
TXNRD1	12	104609557	104744061
TXNRD2	22	19863040	19929341
TXNRD3	3	126290622	126373998
TYK2	19	10461209	10491352
TYMP	22	50964181	50968485
TYMS	18	657604	673578
TYRO3	15	41849873	41871536
TYROBP	19	36395303	36399197
TYSND1	10	71897737	71906432
TYW1	7	66460160	66704501
TYW3	1	75198836	75232362
TYW5	2	200794698	200820459
U2AF1	21	44513066	44527697
U2AF1L4	19	36233365	36236346
U2AF2	19	56165512	56186081
U2SURP	3	142683339	142779567
UACA	15	70946893	71055932
UAP1	1	162531323	162569627
UAP1L1	9	139971953	139978991
UBA2	19	34919257	34960853
UBA3	3	69103881	69129559
UBA5	3	132373290	132396941
UBA52	19	18682540	18688360
UBA6	4	68478370	68566897
UBA7	3	49842640	49851379
UBAC1	9	138824815	138853226
UBAC2	13	99853028	100038688
UBALD1	16	4658884	4665028
UBALD2	17	74261283	74267375
UBAP1	9	34179003	34252521
UBAP1L	15	65385338	65407535
UBAP2	9	33921691	34048947
UBAP2L	1	154192655	154243986
UBASH3A	21	43824008	43867791
UBASH3B	11	122526383	122685181
UBB	17	16284112	16286059
UBC	12	125396150	125401914
UBD	6	29523292	29527702
UBE2B	5	133706870	133727683
UBE2C	20	44441215	44445596
UBE2D1	10	60094735	60130513
UBE2D2	5	138906016	139008018
UBE2D3	4	103715540	103790053
UBE2D4	7	43966037	43995735
UBE2E1	3	23847394	23932807
UBE2E2	3	23244511	23633284
UBE2E3	2	181831975	181941312
UBE2F	2	238875469	238951236
UBE2G1	17	4172554	4269923
UBE2G2	21	46188955	46221934
UBE2H	7	129470572	129592789
UBE2I	16	1355548	1377019
UBE2J1	6	90036344	90062567
UBE2J2	1	1189289	1209265
UBE2K	4	39699664	39784412
UBE2L3	22	21903736	21978323
UBE2L6	11	57319129	57335757
UBE2M	19	59067079	59070327
UBE2N	12	93799449	93836038
UBE2O	17	74385532	74449288
UBE2Q1	1	154521053	154531504
UBE2Q2	15	76135622	76193419
UBE2R2	9	33817565	33920402
UBE2S	19	55912652	55919145
UBE2T	1	202300785	202311108
UBE2V1	20	48697661	48732496
UBE2V2	8	48920960	48977268
UBE2W	8	74692332	74791145
UBE2Z	17	46985731	47006418
UBE3A	15	25582381	25684128
UBE3B	12	109915207	109974507
UBE3C	7	156931607	157062066
UBE3D	6	83602117	83775560
UBE4A	11	118230300	118269926
UBE4B	1	10092890	10241297
UBFD1	16	23568392	23585710
UBIAD1	1	11333263	11356106
UBL3	13	30338508	30424821
UBL5	19	9938568	9940791
UBL7	15	74738318	74753523
UBLCP1	5	158690089	158713044
UBN1	16	4896666	4932361
UBN2	7	138915102	138992982
UBOX5	20	3088219	3140842
UBP1	3	33429828	33482863
UBQLN1	9	86274878	86323118
UBQLN4	1	156005092	156023585
UBQLNL	11	5535623	5537935
UBR1	15	43235095	43398311
UBR2	6	42531800	42661242
UBR3	2	170683968	170940641
UBR4	1	19401000	19536770
UBR5	8	103265240	103425069
UBR7	14	93673401	93695561
UBTD1	10	99258625	99330966
UBTD2	5	171636644	171711075
UBTF	17	42282401	42298994
UBXN1	11	62443970	62446567
UBXN11	1	26607819	26644854
UBXN2A	2	24150155	24227779
UBXN2B	8	59323823	59364060
UBXN4	2	136499189	136542625
UBXN6	19	4444996	4457819
UBXN7	3	196074533	196159345
UBXN8	8	30589764	30624522
UCHL1	4	41258430	41270472
UCHL3	13	76123619	76180085
UCHL5	1	192981380	193029237
UCK1	9	134399188	134406655
UCK2	1	165796768	165880855
UCKL1	20	62571186	62587769
UCN	2	27530268	27531313
UCP2	11	73685712	73694352
UCP3	11	73711326	73720480
UEVLD	11	18551156	18610294
UFC1	1	161122566	161128646
UFD1L	22	19437433	19466738
UFL1	6	96969471	97003152
UFM1	13	38923986	38937140
UFSP1	7	100486346	100487339
UFSP2	4	186320694	186347139
UGCG	9	114659046	114697649
UGDH	4	39500375	39529931
UGGT1	2	128848774	128953251
UGGT2	13	96453834	96705736
UGP2	2	64068074	64118696
UGT8	4	115519611	115599380
UHMK1	1	162467041	162499419
UHRF1BP1	6	34759857	34850915
UHRF1BP1L	12	100422233	100536626
UHRF2	9	6413151	6507054
UIMC1	5	176332006	176449634
ULBP1	6	150285143	150294846
ULBP2	6	150263136	150270371
ULK1	12	132379196	132407712
ULK2	17	19674142	19771249
ULK3	15	75128457	75135687
ULK4	3	41288090	42003922
UMAD1	7	7680342	8043689
UMODL1	21	43483068	43563563
UMPS	3	124449213	124464040
UNC119	17	26873725	26879686
UNC119B	12	121148238	121161443
UNC13A	19	17712137	17799401
UNC13B	9	35161999	35405335
UNC13D	17	73823306	73840798
UNC45A	15	91473410	91497323
UNC50	2	99225042	99234978
UNC5A	5	176237478	176307897
UNC5B	10	72972327	73062621
UNC5CL	6	40994772	41006928
UNC79	14	93799565	94174222
UNC80	2	210636717	210864024
UNC93B1	11	67758575	67772452
UNG	12	109535379	109548797
UNK	17	73780681	73821886
UNKL	16	1413206	1464752
UPB1	22	24863206	24924358
UPF1	19	18942747	18979045
UPF2	10	11962021	12085169
UPF3A	13	115047059	115071283
UPK1B	3	118892364	118924000
UPK3B	7	76139745	76648340
UPK3BL	7	102277472	102283238
UPP1	7	48128225	48148330
UQCC1	20	33890369	33999944
UQCC2	6	33662070	33679504
UQCC3	11	62437745	62441159
UQCR10	22	30163358	30166402
UQCR11	19	1597171	1605480
UQCRB	8	97238148	97247862
UQCRC1	3	48636435	48648409
UQCRC2	16	21963981	21994981
UQCRFS1	19	29698173	29704448
UQCRH	1	46769303	46782448
UQCRHL	1	16133679	16134194
UQCRQ	5	132202252	132203723
URB1	21	33683329	33765335
URB2	1	229761981	229795946
URGCP	7	43915493	43966010
URI1	19	30414551	30506611
URM1	9	131133598	131153015
UROD	1	45477819	45481247
UROS	10	127477146	127511817
USB1	16	58033450	58055522
USE1	19	17326155	17330638
USF1	1	161009041	161015767
USF2	19	35759881	35770724
USF3	3	113367232	113415493
USMG5	10	105148798	105156223
USO1	4	76649777	76735382
USP1	1	62901968	62917475
USP10	16	84733584	84813528
USP12	13	27640293	27746033
USP13	3	179370543	179507189
USP14	18	158383	214629
USP15	12	62654119	62811211
USP16	21	30396950	30426809
USP18	22	18632666	18660164
USP19	3	49145479	49158371
USP2	11	119225925	119252436
USP20	9	132596977	132644107
USP21	1	161129240	161135513
USP22	17	20902910	20947073
USP24	1	55532032	55680786
USP25	21	17102344	17252377
USP28	11	113668596	113746292
USP3	15	63796793	63886839
USP30	12	109460894	109525831
USP31	16	23072727	23160591
USP32	17	58256455	58499831
USP33	1	78161672	78225537
USP34	2	61414598	61697904
USP35	11	77899858	77925757
USP36	17	76783463	76837523
USP37	2	219314974	219433084
USP38	4	144106070	144144983
USP39	2	85829979	85876403
USP4	3	49315264	49378145
USP40	2	234384166	234475428
USP41	22	20704868	20745048
USP42	7	6144515	6201195
USP44	12	95910336	95945266
USP45	6	99880190	99969604
USP46	4	53457138	53525502
USP47	11	11862970	11980870
USP48	1	22004791	22110099
USP49	6	41757634	41863099
USP5	12	6961292	6975796
USP53	4	120133742	120216672
USP54	10	75257296	75385711
USP6	17	5019733	5078329
USP6NL	10	11495945	11653753
USP7	16	8985951	9058371
USP8	15	50716577	50793280
USPL1	13	31191830	31233686
UST	6	149068464	149398126
UTP11L	1	38474930	38490496
UTP14C	13	52598827	52607736
UTP15	5	72861268	72877794
UTP18	17	49337889	49375297
UTP20	12	101673887	101780394
UTP23	8	117778742	117861702
UTP3	4	71554196	71556267
UTP6	17	30187923	30228784
UTRN	6	144606837	145174170
UTS2	1	7903143	7913572
UVRAG	11	75526212	75854239
UVSSA	4	1341054	1381837
UXS1	2	106709759	106810795
VAC14	16	70721342	70835064
VAMP1	12	6571403	6580153
VAMP2	17	8062467	8066864
VAMP3	1	7831329	7841492
VAMP4	1	171669300	171711387
VAMP5	2	85811531	85820535
VAMP8	2	85788685	85809154
VANGL1	1	116184574	116240845
VAPA	18	9913999	9960018
VAPB	20	56964178	57026157
VARS	6	31745295	31763730
VARS2	6	30876019	30894236
VASH1	14	77228532	77249354
VASH2	1	213123862	213165379
VASN	16	4421849	4433529
VASP	19	46009837	46030241
VAT1	17	41166622	41177140
VAV1	19	6772725	6857377
VAV2	9	136627016	136857726
VAV3	1	108113782	108507766
VCAM1	1	101185298	101204601
VCAN	5	82767284	82878122
VCL	10	75757872	75879918
VCP	9	35056061	35073246
VCPIP1	8	67540722	67579452
VCPKMT	14	50575350	50583318
VDAC1	5	133307606	133340824
VDAC2	10	76969912	76991206
VDAC3	8	42249142	42263415
VDR	12	48235320	48336831
VEGFA	6	43737921	43754224
VEGFB	11	64002010	64006259
VENTX	10	135050908	135055433
VEPH1	3	156977531	157251408
VEZF1	17	56048910	56065620
VEZT	12	95611522	95696566
VGF	7	100805790	100808874
VGLL4	3	11597544	11762220
VHL	3	10182692	10193904
VIL1	2	219283815	219318018
VILL	3	38029550	38048679
VIM	10	17270258	17279592
VIMP	15	101811022	101817705
VIPAS39	14	77893018	77924295
VIPR1	3	42530791	42579059
VIPR2	7	158820866	158937649
VKORC1	16	31102163	31107301
VKORC1L1	7	65338254	65424550
VLDLR	9	2621834	2660053
VMAC	19	5904869	5910864
VMO1	17	4688580	4689728
VMP1	17	57784553	57919616
VN1R1	19	57966542	57967854
VNN1	6	133002729	133035188
VNN2	6	133065009	133084598
VNN3	6	133043926	133055904
VOPP1	7	55503749	55640681
VPRBP	3	51433298	51534010
VPREB3	22	24094930	24096655
VPS11	11	118938403	118952688
VPS13A	9	79792269	80036457
VPS13B	8	100025494	100889808
VPS13C	15	62144588	62352672
VPS13D	1	12290124	12572099
VPS16	20	2821349	2847378
VPS18	15	41186628	41196173
VPS25	17	40925454	40931617
VPS26A	10	70883268	70932617
VPS26B	11	134094539	134117686
VPS28	8	145649000	145653931
VPS29	12	110928902	110939922
VPS33A	12	122714111	122751068
VPS33B	15	91541646	91565833
VPS35	16	46690054	46723430
VPS36	13	52986737	53024763
VPS37A	8	17104080	17159936
VPS37B	12	123349882	123380991
VPS37C	11	60897728	60929089
VPS39	15	42450899	42500514
VPS41	7	38762563	38971994
VPS45	1	150039369	150117505
VPS4A	16	69345259	69358949
VPS4B	18	61056423	61089716
VPS50	7	92861653	92988338
VPS51	11	64856796	64879332
VPS52	6	33218049	33239824
VPS53	17	411908	624957
VPS54	2	64119280	64246206
VPS72	1	151142463	151167797
VPS8	3	184529931	184770402
VPS9D1	16	89773542	89787394
VRK1	14	97263641	97398059
VRK2	2	58134786	58387055
VRK3	19	50479724	50529203
VSIG10	12	118501398	118573831
VSIG10L	19	51834790	51845378
VSNL1	2	17720393	17838285
VSTM5	11	93551398	93583697
VTA1	6	142468367	142545826
VTI1A	10	114206756	114578503
VTI1B	14	68113792	68141548
VTN	17	26691290	26700110
VWA5A	11	123986069	124018428
VWA8	13	42140973	42535256
VWA9	15	65871091	65903627
VWCE	11	61025762	61062896
VWDE	7	12370511	12443567
VWF	12	6058040	6233936
WAC	10	28821422	28912041
WAPL	10	88195013	88281572
WARS	14	100800125	100843142
WARS2	1	119573839	119683294
WASF1	6	110421022	110501207
WASF2	1	27730730	27816669
WASF3	13	27131840	27263085
WASH1	9	14511	29739
WASL	7	123321989	123389121
WBP1	2	74685456	74688018
WBP11	12	14939410	14956474
WBP1L	10	104503727	104576021
WBP2	17	73841780	73852588
WBP2NL	22	42394729	42454460
WBP4	13	41635410	41658137
WBSCR22	7	73097355	73119491
WBSCR27	7	73248920	73256865
WDFY1	2	224720433	224810104
WDFY2	13	52158644	52336171
WDFY3	4	85590704	85887544
WDFY4	10	49892921	50191001
WDHD1	14	55405668	55493823
WDPCP	2	63348518	64054977
WDR1	4	10075963	10118573
WDR11	10	122610687	122669036
WDR12	2	203739505	203879521
WDR17	4	176986985	177103978
WDR18	19	983174	994569
WDR19	4	39184024	39287430
WDR20	14	102605840	102691184
WDR24	16	734622	740444
WDR25	14	100842755	100996640
WDR26	1	224572845	224624735
WDR27	6	169857307	170102159
WDR3	1	118472343	118509165
WDR31	9	116075502	116102578
WDR33	2	128458596	128568761
WDR34	9	131395940	131419066
WDR35	2	20110021	20189892
WDR36	5	110427414	110466200
WDR37	10	1095478	1178237
WDR4	21	44263204	44299678
WDR41	5	76721795	76916436
WDR43	2	29117509	29171088
WDR45B	17	80572438	80606429
WDR46	6	33246885	33257304
WDR47	1	109512836	109584850
WDR48	3	39093489	39138155
WDR49	3	167196472	167371771
WDR5	9	137000487	137025093
WDR53	3	196281056	196295545
WDR54	2	74648805	74652882
WDR55	5	140044261	140053709
WDR59	16	74907468	75034071
WDR5B	3	122130715	122134882
WDR6	3	49044495	49053386
WDR60	7	158649269	158749438
WDR61	15	78570177	78592136
WDR62	19	36545783	36596008
WDR63	1	85464830	85598821
WDR66	12	122355768	122441833
WDR7	18	54318574	54698828
WDR70	5	37379314	37753537
WDR73	15	85185999	85197574
WDR74	11	62599814	62609281
WDR75	2	190306159	190340291
WDR76	15	44119161	44160617
WDR77	1	111982512	111991998
WDR78	1	67278568	67390570
WDR81	17	1619817	1641893
WDR82	3	52288437	52322036
WDR83	19	12777614	12786646
WDR83OS	19	12778885	12782170
WDR86	7	151072995	151107813
WDR88	19	33622996	33666701
WDR89	14	64063757	64108579
WDR90	16	699311	717833
WDR91	7	134868590	134896316
WDR92	2	68350068	68384692
WDR97	8	145162629	145173218
WDSUB1	2	160092304	160143310
WDTC1	1	27561007	27635110
WDYHV1	8	124428965	124479470
WEE1	11	9595228	9615004
WFIKKN1	16	679239	684116
WFS1	4	6271576	6304992
WHAMM	15	83478380	83503611
WHSC1	4	1873151	1983934
WHSC1L1	8	38127215	38239790
WIPF1	2	175424300	175547644
WIPF2	17	38375556	38440388
WIPF3	7	29846102	29956682
WIPI1	17	66417089	66453654
WIPI2	7	5229819	5273457
WIZ	19	15532319	15560762
WLS	1	68564142	68698803
WNK1	12	861759	1020618
WNK2	9	95947198	96082854
WNT10A	2	219745085	219764303
WNT10B	12	49359123	49365546
WNT16	7	120965421	120981158
WNT2B	1	113009163	113072787
WNT3	17	44839872	44910520
WNT4	1	22443798	22470462
WNT5A	3	55499743	55523973
WNT5B	12	1639057	1756409
WNT7A	3	13857755	13921618
WRAP53	17	7589389	7606820
WRAP73	1	3547331	3569325
WRB	21	40752170	40800454
WRN	8	30891317	31031285
WRNIP1	6	2765648	2787186
WSB1	17	25621102	25640657
WSB2	12	118470712	118500235
WTAP	6	160146617	160177351
WWC1	5	167718656	167899308
WWC2	4	184020446	184241930
WWOX	16	78133310	79246564
WWP1	8	87354967	87490649
WWP2	16	69796209	69975644
WWTR1	3	149235022	149454501
XAB2	19	7684411	7694451
XAF1	17	6658766	6678966
XBP1	22	29190543	29196585
XCL1	1	168545711	168551315
XCL2	1	168510003	168513235
XCR1	3	46058516	46069234
XIRP1	3	39224701	39234087
XIRP2	2	167744997	168116263
XKR6	8	10753555	11058875
XKR7	20	30555805	30591190
XKR8	1	28285973	28294607
XPA	9	100437191	100459639
XPC	3	14186647	14220283
XPNPEP1	10	111624524	111683311
XPNPEP3	22	41253081	41363838
XPO1	2	61704984	61765761
XPO4	13	21351469	21477187
XPO5	6	43490072	43543812
XPO6	16	28109300	28223241
XPO7	8	21777180	21864096
XPOT	12	64798130	64844907
XPR1	1	180601140	180859387
XRCC1	19	44047192	44084625
XRCC2	7	152341864	152373250
XRCC3	14	104163946	104181841
XRCC4	5	82373317	82649606
XRCC5	2	216972187	217071026
XRCC6	22	42017123	42060044
XRCC6BP1	12	58335324	58351052
XRN1	3	142025449	142166904
XRN2	20	21283942	21370463
XRRA1	11	74518784	74660245
XXYLT1	3	194789008	194991896
XYLB	3	38388251	38462839
XYLT1	16	17195626	17564738
XYLT2	17	48423453	48440499
YAE1D1	7	39605975	39649919
YAF2	12	42550906	42632151
YARS	1	33240840	33283754
YARS2	12	32880424	32908836
YBEY	21	47706251	47717665
YBX1	1	43148098	43168020
YBX3	12	10851683	10875911
YDJC	22	21982378	21984353
YEATS2	3	183415606	183530413
YEATS4	12	69753483	69784576
YES1	18	721588	812547
YIF1A	11	66052051	66056641
YIF1B	19	38795753	38807913
YIPF1	1	54317392	54356407
YIPF2	19	11033444	11039357
YIPF3	6	43479565	43484728
YIPF4	2	32502979	32541663
YIPF5	5	143537723	143550278
YJEFN3	19	19627036	19648390
YKT6	7	44240567	44253893
YLPM1	14	75230069	75322244
YME1L1	10	27399383	27444195
YOD1	1	207217194	207226325
YPEL1	22	22051833	22090123
YPEL2	17	57409050	57479090
YPEL3	16	30103635	30108236
YPEL4	11	57412560	57417417
YPEL5	2	30369807	30383399
YRDC	1	38268616	38273857
YTHDC1	4	69176105	69215807
YTHDC2	5	112849380	112930982
YTHDF1	20	61826781	61847586
YTHDF2	1	29063133	29096287
YTHDF3	8	64081112	64125346
YWHAB	20	43514317	43537173
YWHAE	17	1247566	1303672
YWHAG	7	75956116	75988348
YWHAH	22	32340447	32353590
YWHAQ	2	9724101	9771143
YWHAZ	8	101928753	101965616
YY1	14	100704635	100749129
YY1AP1	1	155629237	155658791
ZACN	17	74068042	74079747
ZADH2	18	72907063	72921303
ZAP70	2	98330023	98356325
ZBED2	3	111311747	111314290
ZBED3	5	76367897	76383148
ZBED4	22	50247490	50283726
ZBED5	11	10833621	10880343
ZBED6	1	203765437	203769686
ZBED6CL	7	150026938	150029808
ZBED8	5	159820155	159827104
ZBED9	6	28539407	28583989
ZBP1	20	56178902	56195632
ZBTB1	14	64970430	65000408
ZBTB10	8	81397854	81438500
ZBTB11	3	101367733	101396339
ZBTB12	6	31867384	31869769
ZBTB14	18	5289018	5297052
ZBTB16	11	113930315	114121398
ZBTB17	1	16268364	16302627
ZBTB18	1	244214585	244220778
ZBTB2	6	151685252	151712683
ZBTB20	3	114056941	114866118
ZBTB21	21	43406940	43430496
ZBTB22	6	33282183	33285719
ZBTB24	6	109783797	109804440
ZBTB25	14	64915824	64971931
ZBTB26	9	125677845	125693779
ZBTB3	11	62515791	62521660
ZBTB32	19	36195429	36207940
ZBTB34	9	129622944	129648157
ZBTB37	1	173837220	173872687
ZBTB38	3	141043055	141168634
ZBTB39	12	57392618	57400230
ZBTB4	17	7362685	7387582
ZBTB40	1	22778344	22857650
ZBTB41	1	197122810	197169672
ZBTB42	14	105266933	105271049
ZBTB43	9	129567285	129600489
ZBTB44	11	130096572	130184581
ZBTB45	19	59024897	59050278
ZBTB46	20	62375019	62462597
ZBTB47	3	42695176	42709072
ZBTB48	1	6640061	6649340
ZBTB49	4	4291924	4323513
ZBTB5	9	37438111	37465396
ZBTB6	9	125670335	125675609
ZBTB7A	19	4044362	4066943
ZBTB7B	1	154975127	154990998
